timestamp,PGE_Hydro
1/1/98,0.229086373
2/1/98,0.335228102
3/1/98,0.344403385
4/1/98,0.38980682
5/1/98,0.410860278
6/1/98,0.452621865
7/1/98,0.525432636
8/1/98,0.454948232
9/1/98,0.383356847
10/1/98,0.22021176
11/1/98,0.239940107
12/1/98,0.284847165
1/1/99,0.22775615
2/1/99,0.291608988
3/1/99,0.291505139
4/1/99,0.30106288
5/1/99,0.32893866
6/1/99,0.36616502
7/1/99,0.395429142
8/1/99,0.368132242
9/1/99,0.283694307
10/1/99,0.20550571
11/1/99,0.184193162
12/1/99,0.171050454
1/1/00,0.157516147
2/1/00,0.239177951
3/1/00,0.343784736
4/1/00,0.345825595
5/1/00,0.383202381
6/1/00,0.396300918
7/1/00,0.425048295
8/1/00,0.356950489
9/1/00,0.284884175
10/1/00,0.201632202
11/1/00,0.205121026
12/1/00,0.178673833
1/1/01,0.151649645
2/1/01,0.135930941
3/1/01,0.168193042
4/1/01,0.200077076
5/1/01,0.28525776
6/1/01,0.277244446
7/1/01,0.300387932
8/1/01,0.296333857
9/1/01,0.217617292
10/1/01,0.168867096
11/1/01,0.144123974
12/1/01,0.173434829
1/1/02,0.24164427
2/1/02,0.20724223
3/1/02,0.237983083
4/1/02,0.278093659
5/1/02,0.3160453
6/1/02,0.323815611
7/1/02,0.33742112
8/1/02,0.336380951
9/1/02,0.282160565
10/1/02,0.161856664
11/1/02,0.174958948
12/1/02,0.208639486
1/1/03,0.237769205
2/1/03,0.280852557
3/1/03,0.245047994
4/1/03,0.274128381
5/1/03,0.401543785
6/1/03,0.413344201
7/1/03,0.451650476
8/1/03,0.380691013
9/1/03,0.318706807
10/1/03,0.203906285
11/1/03,0.193948796
12/1/03,0.243159694
1/1/04,0.283393411
2/1/04,0.27847241
3/1/04,0.344938855
4/1/04,0.351174526
5/1/04,0.308771298
6/1/04,0.32819277
7/1/04,0.385825353
8/1/04,0.350599483
9/1/04,0.262054786
10/1/04,0.183860805
