timestamp,SCE_Hydro
1/1/98,0.102729108
2/1/98,0.151345262
3/1/98,0.18169982
4/1/98,0.198862055
5/1/98,0.223170132
6/1/98,0.231781787
7/1/98,0.309958517
8/1/98,0.248027889
9/1/98,0.192693423
10/1/98,0.06535086
11/1/98,0.088193123
12/1/98,0.141939624
1/1/99,0.080497601
2/1/99,0.097476609
3/1/99,0.133816573
4/1/99,0.13882477
5/1/99,0.1715002
6/1/99,0.179745402
7/1/99,0.208573071
8/1/99,0.18542543
9/1/99,0.107554078
10/1/99,0.065045482
11/1/99,0.051364554
12/1/99,0.033713715
1/1/00,0.024918832
2/1/00,0.065534086
3/1/00,0.17314924
4/1/00,0.179256797
5/1/00,0.212787285
6/1/00,0.194892143
7/1/00,0.23312545
8/1/00,0.179256797
9/1/00,0.098881348
10/1/00,0.04452409
11/1/00,0.071580568
12/1/00,0.045867753
1/1/01,0.017467613
2/1/01,0.017956218
3/1/01,0.057533187
4/1/01,0.075306178
5/1/01,0.13027419
6/1/01,0.121723611
7/1/01,0.145543083
8/1/01,0.134427329
9/1/01,0.061258797
10/1/01,0.017467613
11/1/01,0.008794882
12/1/01,0.03542383
1/1/02,0.079703619
2/1/02,0.047883247
3/1/02,0.105966114
4/1/02,0.124044482
5/1/02,0.158979708
6/1/02,0.148535786
7/1/02,0.169667933
8/1/02,0.16447651
9/1/02,0.101507597
10/1/02,0.012581567
11/1/02,0.024002699
12/1/02,0.050631647
1/1/03,0.073534986
2/1/03,0.081658037
3/1/03,0.097171232
4/1/03,0.121967913
5/1/03,0.207962315
6/1/03,0.200511096
7/1/03,0.229766294
8/1/03,0.180661536
9/1/03,0.120013495
10/1/03,0.041836765
11/1/03,0.03695072
12/1/03,0.07445112
1/1/04,0.103584166
2/1/04,0.09222411
3/1/04,0.164842963
4/1/04,0.167347061
5/1/04,0.14902439
6/1/04,0.146398141
7/1/04,0.196480108
8/1/04,0.159346162
9/1/04,0.079520392
10/1/04,0.02785046
11/1/04,0.039821272
12/1/04,0.078482107
1/1/05,0.073718213
2/1/05,0.093873151
3/1/05,0.122822971
4/1/05,0.176569472
5/1/05,0.247966813
6/1/05,0.23312545
7/1/05,0.295056078
8/1/05,0.214497401
9/1/05,0.138519392
10/1/05,0.079642543
11/1/05,0.07445112
12/1/05,0.113844862
1/1/06,0.204419932
2/1/06,0.156903139
3/1/06,0.244607657
4/1/06,0.290353259
5/1/06,0.323639445
6/1/06,0.280336865
7/1/06,0.305622151
8/1/06,0.221032487
9/1/06,0.127770092
10/1/06,0.079092863
11/1/06,0.101018992
12/1/06,0.099369952
1/1/07,0.063701819
2/1/07,0.043302579
3/1/07,0.100286086
4/1/07,0.09057507
5/1/07,0.138030788
6/1/07,0.107554078
7/1/07,0.188051679
8/1/07,0.145054478
9/1/07,0.084833966
10/1/07,0.034385546
11/1/07,0.035545982
12/1/07,0.019177729
1/1/08,0.023819472
2/1/08,0.009222411
3/1/08,0.03487415
4/1/08,0.135832067
5/1/08,0.163377149
6/1/08,0.119219512
7/1/08,0.206191124
8/1/08,0.220727109
9/1/08,0.055578769
10/1/08,0
11/1/08,0.008794882
12/1/08,0
1/1/09,0.014780288
2/1/09,0.030293483
3/1/09,0.1125012
4/1/09,0.147497501
5/1/09,0.206985106
6/1/09,0.18005078
7/1/09,0.24815004
8/1/09,0.174248601
9/1/09,0.093567773
10/1/09,0.046234206
11/1/09,0.007939824
12/1/09,0.010810376
1/1/10,0.018078369
2/1/10,0.018566973
3/1/10,0.102057277
4/1/10,0.126915034
5/1/10,0.216696122
6/1/10,0.255295882
7/1/10,0.295239305
8/1/10,0.231537485
9/1/10,0.143894043
10/1/10,0.059731907
11/1/10,0.08202449
12/1/10,0.145420932
1/1/11,0.157941424
2/1/11,0.101507597
3/1/11,0.221887545
4/1/11,0.293895642
5/1/11,0.329502699
6/1/11,0.297743403
7/1/11,0.359246502
8/1/11,0.26744992
9/1/11,0.183654238
10/1/11,0.065289784
11/1/11,0.059548681
12/1/11,0.048127549
1/1/12,0.026140344
2/1/12,0.024430228
3/1/12,0.067244202
4/1/12,0.131129248
5/1/12,0.210710716
6/1/12,0.172477409
7/1/12,0.201854758
8/1/12,0.17095052
9/1/12,0.132778289
10/1/12,0.052952519
11/1/12,0.043730108
12/1/12,0.051853159
1/1/13,0.057960716
2/1/13,0.047577869
3/1/13,0.095522191
4/1/13,0.13454948
5/1/13,0.149879448
6/1/13,0.149818373
7/1/13,0.200266793
8/1/13,0.147802879
9/1/13,0.074939724
10/1/13,0.03487415
11/1/13,0.00427529
12/1/13,0.007634446
1/1/14,0.011970812
2/1/14,0.019971711
3/1/14,0.045806677
4/1/14,0.064129348
5/1/14,0.12434986
6/1/14,0.115738205
7/1/14,0.130701719
8/1/14,0.074573271
9/1/14,0.032247901
10/1/14,0.000244302
11/1/14,0.015513195
12/1/14,0.001771192
1/1/15,0.027422931
2/1/15,0.011176829
3/1/15,0.041042783
4/1/15,0.043669032
5/1/15,0.030354558
6/1/15,0.052708217
7/1/15,0.098209516
8/1/15,0.077871352
9/1/15,0.045867753
10/1/15,0.008184126
11/1/15,0.012154038
12/1/15,0.011665434
1/1/16,0.016062875
2/1/16,0.058021791
3/1/16,0.182615954
4/1/16,0.188784586
5/1/16,0.218833767
6/1/16,0.244607657
7/1/16,0.27062585
8/1/16,0.193365254
9/1/16,0.146520292
10/1/16,0.065534086
11/1/16,0.080131148
12/1/16,0.112379048
1/1/17,0.231965014
2/1/17,0.192265894
3/1/17,0.339702319
4/1/17,0.331457117
5/1/17,0.375003999
6/1/17,0.326082467
7/1/17,0.358452519
8/1/17,0.295544682
9/1/17,0.193304178
10/1/17,0.104011695
11/1/17,0.08947571
12/1/17,0.08092513
1/1/18,0.063152139
2/1/18,0.033958017
3/1/18,0.11042463
4/1/18,0.252486406
5/1/18,0.238988705
6/1/18,0.210466414
7/1/18,0.236973211
8/1/18,0.204358857
9/1/18,0.155437325
10/1/18,0.05417403
11/1/18,0.035179528
12/1/18,0.05307467
1/1/19,0.058143942
2/1/19,0.132045382
3/1/19,0.340068773
4/1/19,0.380745102
5/1/19,0.401938325
6/1/19,0.377874551
7/1/19,0.380378649
8/1/19,0.313745202
9/1/19,0.206313275
10/1/19,0.130029888
11/1/19,0.079459316
12/1/19,0.111340764
1/1/20,0.078298881
2/1/20,0.039027289
3/1/20,0.030659936
4/1/20,0.117753699
5/1/20,0.220055278
6/1/20,0.177302379
7/1/20,0.182371651
8/1/20,0.183898541
9/1/20,0.079764694
10/1/20,0.070297981
11/1/20,0.031820372
12/1/20,0.007390144
