timestamp,CAISO_Hydro
1/1/1998,0.09524
2/1/1998,0.16758
3/1/1998,0.20913
4/1/1998,0.24025
5/1/1998,0.27377
6/1/1998,0.29814
7/1/1998,0.38897
8/1/1998,0.31601
9/1/1998,0.23361
10/1/1998,0.07879
11/1/1998,0.09422
12/1/1998,0.15057
1/1/1999,0.0887
2/1/1999,0.12205
3/1/1999,0.15403
4/1/1999,0.15514
5/1/1999,0.19395
6/1/1999,0.2168
7/1/1999,0.25754
8/1/1999,0.22948
9/1/1999,0.13367
10/1/1999,0.06666
11/1/1999,0.04098
12/1/1999,0.03074
1/1/2000,0.01749
2/1/2000,0.07541
3/1/2000,0.20652
4/1/2000,0.20056
5/1/2000,0.24856
6/1/2000,0.24442
7/1/2000,0.28785
8/1/2000,0.21881
9/1/2000,0.13249
10/1/2000,0.05845
11/1/2000,0.06254
12/1/2000,0.03997
1/1/2001,0.01085
2/1/2001,0.00441
3/1/2001,0.03425
4/1/2001,0.05946
5/1/2001,0.14804
6/1/2001,0.13205
7/1/2001,0.16419
8/1/2001,0.15814
9/1/2001,0.06991
10/1/2001,0.02496
11/1/2001,0.00216
12/1/2001,0.03311
1/1/2002,0.09988
2/1/2002,0.04743
3/1/2002,0.10333
4/1/2002,0.13328
5/1/2002,0.18031
6/1/2002,0.17555
7/1/2002,0.20045
8/1/2002,0.19832
9/1/2002,0.13097
10/1/2002,0.01801
11/1/2002,0.02693
12/1/2002,0.06569
1/1/2003,0.09518
2/1/2003,0.11021
3/1/2003,0.10695
4/1/2003,0.12963
5/1/2003,0.2624
6/1/2003,0.25931
7/1/2003,0.30882
8/1/2003,0.23861
9/1/2003,0.1645
10/1/2003,0.05965
11/1/2003,0.04517
12/1/2003,0.09982
1/1/2004,0.13995
2/1/2004,0.11105
3/1/2004,0.20542
4/1/2004,0.20186
5/1/2004,0.1719
6/1/2004,0.17851
7/1/2004,0.2467
8/1/2004,0.20871
9/1/2004,0.10962
10/1/2004,0.03979
11/1/2004,0.05691
12/1/2004,0.10497
1/1/2005,0.1053
2/1/2005,0.13417
3/1/2005,0.17554
4/1/2005,0.21452
5/1/2005,0.31949
6/1/2005,0.30629
