timestamp,LDWP_Hydro
1/1/1998,0.029638
2/1/1998,0.024466
3/1/1998,0.052414
4/1/1998,0.116564
5/1/1998,0.10254
6/1/1998,0.028146
7/1/1998,0.027052
8/1/1998,0.056094
9/1/1998,0.062061
10/1/1998,0.115171
11/1/1998,0.100054
12/1/1998,0.114376
1/1/1999,0.013228
2/1/1999,0.008653
3/1/1999,0.032125
4/1/1999,0.075289
5/1/1999,0.040479
6/1/1999,0.034412
7/1/1999,0.050524
8/1/1999,0.071311
9/1/1999,0.059475
10/1/1999,0.015714
11/1/1999,0.016212
12/1/1999,0.008752
1/1/2000,0.009051
2/1/2000,0.00915
3/1/2000,0.020488
4/1/2000,0.03302
5/1/2000,0.072305
6/1/2000,0.070018
7/1/2000,0.075588
8/1/2000,0.043065
9/1/2000,0.004376
10/1/2000,0.002586
11/1/2000,0.019891
12/1/2000,0.01283
1/1/2001,0.007061
2/1/2001,0.010642
3/1/2001,0.024069
4/1/2001,0.024069
5/1/2001,0.019096
6/1/2001,0.074593
7/1/2001,0.076284
8/1/2001,0.027351
9/1/2001,0.019295
10/1/2001,0.011139
11/1/2001,0.005271
12/1/2001,0.008752
1/1/2002,0.006962
2/1/2002,0.010542
3/1/2002,0.024069
4/1/2002,0.02208
5/1/2002,0.091998
6/1/2002,0.054503
7/1/2002,0.058083
8/1/2002,0.040181
9/1/2002,0.007061
10/1/2002,0
11/1/2002,0.021284
12/1/2002,0.003282
1/1/2003,0.004973
2/1/2003,0.003282
3/1/2003,0.016013
4/1/2003,0.023969
5/1/2003,0.033517
6/1/2003,0.015814
7/1/2003,0.04038
8/1/2003,0.053607
9/1/2003,0.042767
10/1/2003,0.000099
11/1/2003,0.003779
12/1/2003,0.003282
1/1/2004,0.004078
2/1/2004,0.010344
3/1/2004,0.019394
4/1/2004,0.021483
5/1/2004,0.020588
6/1/2004,0.0183
7/1/2004,0.017007
8/1/2004,0.009548
9/1/2004,0.001989
10/1/2004,0
11/1/2004,0
12/1/2004,0.00358
1/1/2005,0.030633
2/1/2005,0.024864
3/1/2005,0.02755
4/1/2005,0.046347
5/1/2005,0.07151
6/1/2005,0.061266
7/1/2005,0.041275
