timestamp,LDWP_Hydro
1/1/1998,0.13693
2/1/1998,0.11336
3/1/1998,0.17142
4/1/1998,0.27645
5/1/1998,0.24656
6/1/1998,0.13736
7/1/1998,0.08688
8/1/1998,0.17561
9/1/1998,0.1911
10/1/1998,0.26227
11/1/1998,0.24938
12/1/1998,0.26511
1/1/1999,0.06662
2/1/1999,0.05266
3/1/1999,0.1394
4/1/1999,0.21186
5/1/1999,0.15326
6/1/1999,0.14775
7/1/1999,0.16739
8/1/1999,0.19827
9/1/1999,0.18462
10/1/1999,0.11346
11/1/1999,0.08494
12/1/1999,0.05809
1/1/2000,0.04831
2/1/2000,0.06705
3/1/2000,0.08929
4/1/2000,0.14735
5/1/2000,0.20176
6/1/2000,0.20267
7/1/2000,0.20576
8/1/2000,0.15588
9/1/2000,0.04745
10/1/2000,0.04191
11/1/2000,0.09087
12/1/2000,0.05456
1/1/2001,0.06219
2/1/2001,0.05672
3/1/2001,0.07742
4/1/2001,0.08937
5/1/2001,0.1146
6/1/2001,0.21075
7/1/2001,0.20661
8/1/2001,0.13176
9/1/2001,0.12165
10/1/2001,0.10244
11/1/2001,0.04309
12/1/2001,0.07413
1/1/2002,0.06641
2/1/2002,0.05952
3/1/2002,0.07279
4/1/2002,0.11274
5/1/2002,0.23069
6/1/2002,0.17878
7/1/2002,0.17894
8/1/2002,0.15129
9/1/2002,0.08354
10/1/2002,0.08469
11/1/2002,0.12373
12/1/2002,0.04805
1/1/2003,0.05429
2/1/2003,0.05731
3/1/2003,0.07876
4/1/2003,0.13196
5/1/2003,0.14115
6/1/2003,0.11738
7/1/2003,0.14987
8/1/2003,0.16988
9/1/2003,0.15724
10/1/2003,0.07657
11/1/2003,0.07904
12/1/2003,0.07128
1/1/2004,0.08574
2/1/2004,0.1025
3/1/2004,0.11921
4/1/2004,0.12738
5/1/2004,0.12194
6/1/2004,0.12163
7/1/2004,0.10673
8/1/2004,0.0876
9/1/2004,0.06675
10/1/2004,0.05434
11/1/2004,0.06186
12/1/2004,0.07672
1/1/2005,0.12509
2/1/2005,0.12506
3/1/2005,0.12183
4/1/2005,0.16628
5/1/2005,0.19848
6/1/2005,0.18831
7/1/2005,0.15312
8/1/2005,0.12491
9/1/2005,0.10095
10/1/2005,0.12179
11/1/2005,0.15143
12/1/2005,0.13222
1/1/2006,0.17711
2/1/2006,0.17886
3/1/2006,0.18449
4/1/2006,0.22962
5/1/2006,0.23952
6/1/2006,0.25068
7/1/2006,0.17454
8/1/2006,0.14322
9/1/2006,0.11042
10/1/2006,0.11611
11/1/2006,0.15331
12/1/2006,0.14197
1/1/2007,0.09533
2/1/2007,0.0978
3/1/2007,0.1254
4/1/2007,0.13549
5/1/2007,0.14633
6/1/2007,0.1391
7/1/2007,0.13453
8/1/2007,0.11319
9/1/2007,0.09001
10/1/2007,0.08273
11/1/2007,0.08443
12/1/2007,0.06836
1/1/2008,0.0925
2/1/2008,0.08952
3/1/2008,0.11134
4/1/2008,0.1675
5/1/2008,0.17216
6/1/2008,0.15196
7/1/2008,0.14269
8/1/2008,0.14052
9/1/2008,0.08841
10/1/2008,0.06461
11/1/2008,0.06793
12/1/2008,0.0539
1/1/2009,0.07057
2/1/2009,0.08114
3/1/2009,0.11589
4/1/2009,0.13889
5/1/2009,0.14288
6/1/2009,0.12427
7/1/2009,0.12083
8/1/2009,0.10563
9/1/2009,0.07867
10/1/2009,0.07673
11/1/2009,0.06925
12/1/2009,0.06792
1/1/2010,0.08456
2/1/2010,0.08135
3/1/2010,0.12538
4/1/2010,0.1514
5/1/2010,0.1943
6/1/2010,0.22023
7/1/2010,0.17608
8/1/2010,0.15035
9/1/2010,0.12534
10/1/2010,0.10551
11/1/2010,0.12088
12/1/2010,0.15043
1/1/2011,0.11048
2/1/2011,0.1067
3/1/2011,0.15721
4/1/2011,0.18513
5/1/2011,0.1838
6/1/2011,0.18471
7/1/2011,0.16749
8/1/2011,0.13742
9/1/2011,0.11438
10/1/2011,0.08322
11/1/2011,0.08787
12/1/2011,0.07499
1/1/2012,0.09166
2/1/2012,0.09932
3/1/2012,0.11617
4/1/2012,0.15909
5/1/2012,0.17706
6/1/2012,0.16728
7/1/2012,0.14555
8/1/2012,0.13444
9/1/2012,0.11206
10/1/2012,0.08126
11/1/2012,0.09519
12/1/2012,0.09301
1/1/2013,0.06661
2/1/2013,0.074
3/1/2013,0.09578
4/1/2013,0.11285
5/1/2013,0.10735
6/1/2013,0.1073
7/1/2013,0.09857
8/1/2013,0.08803
9/1/2013,0.06533
10/1/2013,0.0694
11/1/2013,0.05067
12/1/2013,0.05097
1/1/2014,0.05426
2/1/2014,0.06779
3/1/2014,0.09075
4/1/2014,0.10203
5/1/2014,0.1031
6/1/2014,0.09829
7/1/2014,0.09379
8/1/2014,0.0734
9/1/2014,0.06451
10/1/2014,0.04488
11/1/2014,0.06003
12/1/2014,0.04615
1/1/2015,0.06315
2/1/2015,0.05175
3/1/2015,0.07727
4/1/2015,0.08308
5/1/2015,0.06593
6/1/2015,0.06875
7/1/2015,0.0626
8/1/2015,0.06436
9/1/2015,0.0588
10/1/2015,0.04371
11/1/2015,0.04793
12/1/2015,0.04706
1/1/2016,0.05925
2/1/2016,0.07525
3/1/2016,0.10522
4/1/2016,0.1107
5/1/2016,0.09959
6/1/2016,0.10547
7/1/2016,0.09479
8/1/2016,0.07994
9/1/2016,0.07659
10/1/2016,0.05531
11/1/2016,0.07433
12/1/2016,0.06433
1/1/2017,0.16975
2/1/2017,0.17831
3/1/2017,0.22521
4/1/2017,0.23295
5/1/2017,0.24212
6/1/2017,0.22829
7/1/2017,0.20702
8/1/2017,0.17644
9/1/2017,0.14086
10/1/2017,0.11385
11/1/2017,0.11923
12/1/2017,0.10816
1/1/2018,0.07847
2/1/2018,0.09472
3/1/2018,0.11536
4/1/2018,0.17331
5/1/2018,0.16753
6/1/2018,0.15994
7/1/2018,0.14641
8/1/2018,0.21934
9/1/2018,0.18761
10/1/2018,0.15836
11/1/2018,0.12034
12/1/2018,0.09296
1/1/2019,0.06176
2/1/2019,0.11655
3/1/2019,0.1691
4/1/2019,0.30287
5/1/2019,0.23208
6/1/2019,0.19307
7/1/2019,0.19124
8/1/2019,0.18697
9/1/2019,0.23909
10/1/2019,0.2189
11/1/2019,0.09487
12/1/2019,0.07271
1/1/2020,0.06565
2/1/2020,0.13247
3/1/2020,0.15999
4/1/2020,0.16608
5/1/2020,0.22227
6/1/2020,0.17522
7/1/2020,0.1475
8/1/2020,0.21298
9/1/2020,0.2107
10/1/2020,0.1055
11/1/2020,0.10095
12/1/2020,0.10985
